row_no,subject,category,legal_name,ticker,period,period_end,grain,metric_key,metric_zh,value,unit,disclosure_frequency,quality_status,verification_status,official_value,official_unit,official_source_label,official_source_url,official_evidence,verification_count,verification_method,verification_sources,verification_note
1195,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q4 2025,"Dec 31, 2025",quarter,operating_income,经营利润/营业利润,"5,696",millions CNY,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2025年度业绩公告,https://doc.irasia.com/listco/hk/chinatower/annual/2025/res.pdf,Q4 2025 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润/营业利润 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,4,official_disclosure_gap_check,"[{""label"": ""中国铁塔2025年前三季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2025/int3qc.pdf"", ""evidence"": ""前三季度累计值，用于从全年业绩复算Q4。""}, {""label"": ""中国铁塔2025年度业绩公告"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/annual/2025/res.pdf"", ""evidence"": ""年度业绩公告披露全年综合收益表、资产负债表、现金流、资本开支和自由现金流。""}, {""label"": ""中国铁塔2025年度业绩演示"", ""url"": ""https://ir.china-tower.com/en/ir/presentation/pre260318.pdf"", ""evidence"": ""年度业绩演示列示2025年Operating Revenue 100.4 billion、EBITDA 65,814 million、Profit Attributable to Owners of the Company 11,630 million。""}, {""label"": ""中国铁塔2025业绩新闻稿"", ""url"": ""https://www.china-tower.com/Index/show/catid/17/id/1648.html"", ""evidence"": ""官网新闻稿列示营业收入1004.11亿元、EBITDA 658.14亿元、归母利润116.30亿元、总资产3365.79亿元、带息负债904.60亿元，以及业务线收入拆分。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
1196,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q1 2026,"Mar 31, 2026",quarter,operating_income,经营利润/营业利润,"5,892",millions CNY,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2026年第一季度未经审核主要运营数据,https://doc.irasia.com/listco/hk/chinatower/interim/2026/int1q.pdf,Q1 2026 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润/营业利润 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,2,official_disclosure_gap_check,"[{""label"": ""中国铁塔2026年第一季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2026/int1q.pdf"", ""evidence"": ""2026Q1公告披露收入、业务线收入、EBITDA、税前利润、归母利润、总资产、总负债和总权益；未披露单季现金流、资本开支、毛利、经营利润、现金或带息负债。""}, {""label"": ""中国铁塔公告列表"", ""url"": ""https://ir.china-tower.com/en/ir/announcements.php"", ""evidence"": ""中国铁塔官网公告列表定位2026Q1未经审核主要运营数据公告和2025年度业绩公告。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
1197,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q1 2023,"Mar 31, 2023",quarter,operating_margin,经营利润率,18.00%,percent,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2023年第一季度未经审核主要运营数据,https://doc.irasia.com/listco/hk/chinatower/interim/2023/int1qc.pdf,Q1 2023 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润率 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,2,official_disclosure_gap_check,"[{""label"": ""中国铁塔2023年第一季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2023/int1qc.pdf"", ""evidence"": ""一季度营业收入、业务收入拆分、EBITDA、归母利润和总资产。""}, {""label"": ""中国铁塔2023中期业绩公告"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2023/int.pdf"", ""evidence"": ""中期公告比较口径用于交叉核验一季度至上半年累计关系。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
1198,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q2 2023,"Jun 30, 2023",quarter,operating_margin,经营利润率,15.20%,percent,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2023中期业绩公告,https://doc.irasia.com/listco/hk/chinatower/interim/2023/int.pdf,Q2 2023 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润率 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,2,official_disclosure_gap_check,"[{""label"": ""中国铁塔2023年第一季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2023/int1qc.pdf"", ""evidence"": ""一季度累计值，用于从上半年累计值复算Q2。""}, {""label"": ""中国铁塔2023中期业绩公告"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2023/int.pdf"", ""evidence"": ""上半年营业收入、业务收入拆分、EBITDA、经营利润、归母利润、经营现金流、资本开支和资产负债数据。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
1199,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q3 2023,"Sep 30, 2023",quarter,operating_margin,经营利润率,18.74%,percent,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2023年前三季度未经审核主要运营数据,https://doc.irasia.com/listco/hk/chinatower/interim/2023/int3qc.pdf,Q3 2023 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润率 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,2,official_disclosure_gap_check,"[{""label"": ""中国铁塔2023中期业绩公告"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2023/int.pdf"", ""evidence"": ""上半年累计值，用于从前三季度累计值复算Q3。""}, {""label"": ""中国铁塔2023年前三季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2023/int3qc.pdf"", ""evidence"": ""前三季度营业收入、业务收入拆分、EBITDA、归母利润和总资产。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
1200,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q4 2023,"Dec 31, 2023",quarter,operating_margin,经营利润率,11.51%,percent,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2023年度业绩公告,https://doc.irasia.com/listco/hk/chinatower/annual/2023/res.pdf,Q4 2023 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润率 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,2,official_disclosure_gap_check,"[{""label"": ""中国铁塔2023年前三季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2023/int3qc.pdf"", ""evidence"": ""前三季度累计值，用于从全年业绩复算Q4。""}, {""label"": ""中国铁塔2023年度业绩公告"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/annual/2023/res.pdf"", ""evidence"": ""2023年度业绩公告披露全年营业收入、业务收入拆分、经营利润、EBITDA、归母利润、经营现金流、资本开支和资产负债表。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
1201,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q1 2024,"Mar 31, 2024",quarter,operating_margin,经营利润率,18.00%,percent,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2024年第一季度未经审核主要运营数据,https://doc.irasia.com/listco/hk/chinatower/interim/2024/int1qc.pdf,Q1 2024 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润率 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,2,official_disclosure_gap_check,"[{""label"": ""中国铁塔2024年第一季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2024/int1qc.pdf"", ""evidence"": ""一季度营业收入、业务收入拆分、EBITDA、归母利润和总资产。""}, {""label"": ""中国铁塔2024中期业绩公告"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2024/int.pdf"", ""evidence"": ""中期公告比较口径用于交叉核验一季度至上半年累计关系。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
1202,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q2 2024,"Jun 30, 2024",quarter,operating_margin,经营利润率,16.30%,percent,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2024中期业绩公告,https://doc.irasia.com/listco/hk/chinatower/interim/2024/int.pdf,Q2 2024 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润率 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,2,official_disclosure_gap_check,"[{""label"": ""中国铁塔2024年第一季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2024/int1qc.pdf"", ""evidence"": ""一季度累计经营数据，用于从上半年累计值复算Q2。""}, {""label"": ""中国铁塔2024中期业绩公告"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2024/int.pdf"", ""evidence"": ""上半年营业收入、业务收入拆分、EBITDA、经营利润、归母利润、经营现金流、资本开支和资产负债数据。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
1203,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q3 2024,"Sep 30, 2024",quarter,operating_margin,经营利润率,10.27%,percent,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2024年前三季度未经审核主要运营数据,https://doc.irasia.com/listco/hk/chinatower/interim/2024/int3qc.pdf,Q3 2024 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润率 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,2,official_disclosure_gap_check,"[{""label"": ""中国铁塔2024中期业绩公告"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2024/int.pdf"", ""evidence"": ""上半年累计值，用于从前三季度累计值复算Q3。""}, {""label"": ""中国铁塔2024年前三季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2024/int3qc.pdf"", ""evidence"": ""前三季度营业收入、业务收入拆分、EBITDA、归母利润和总资产。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
1204,中国铁塔,carrier,China Tower Corporation Limited,0788.HK,Q4 2024,"Dec 31, 2024",quarter,operating_margin,经营利润率,19.93%,percent,quarterly_or_standardized_quarterly,standardized_online_source_with_official_crosscheck_required,source_gap_confirmed,,,中国铁塔2024年度业绩公告,https://doc.irasia.com/listco/hk/chinatower/annual/2024/res.pdf,Q4 2024 官方公告及相邻累计业绩公告已核验；中国铁塔该期间未披露可用于逐季核验 经营利润率 的同口径官方数值。保留披露缺口，禁止采用标准化在线表估算值作为正式事实。,2,official_disclosure_gap_check,"[{""label"": ""中国铁塔2024年前三季度未经审核主要运营数据"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/interim/2024/int3qc.pdf"", ""evidence"": ""前三季度累计值，用于从全年业绩复算Q4。""}, {""label"": ""中国铁塔2024年度业绩公告"", ""url"": ""https://doc.irasia.com/listco/hk/chinatower/annual/2024/res.pdf"", ""evidence"": ""2024年度业绩公告披露全年营业收入、业务收入拆分、经营利润、EBITDA、归母利润、经营现金流、资本开支和资产负债表。""}]",官方季度/累计公告未披露该单季同口径指标；正式回答只能说明披露缺口，不得引用标准化表数值。
